chr	start	end	length	abs_summit	pileup	-LOG10(pvalue)	fold_enrichment	-LOG10(qvalue)	name
chr8	69757521	69757993	473	69757756	52	59.63726	20.46491	55.10776	o2_uniq_peak_1472
chr8	70735503	70736051	549	70735791	88	99.69147	24.3858	94.63197	o2_uniq_peak_1473
chr8	71272158	71272697	540	71272416	83	101.02484	27.44336	95.94831	o2_uniq_peak_1474
chr8	77689708	77690220	513	77689944	33	36.20027	15.40504	31.96455	o2_uniq_peak_1475
chr8	78359777	78360190	414	78359987	39	30.40001	10.1418	26.25202	o2_uniq_peak_1476
chr8	79432937	79433354	418	79433148	34	29.29143	11.11403	25.16386	o2_uniq_peak_1477
chr8	80294878	80295257	380	80295069	22	21.5096	10.7067	17.52553	o2_uniq_peak_1478
chr8	80792181	80792701	521	80792447	83	54.27069	9.37819	49.80604	o2_uniq_peak_1479
chr8	88358246	88358644	399	88358443	20	19.14823	9.91152	15.21375	o2_uniq_peak_1480
chr8	93243262	93243562	301	93243406	13	11.01552	6.79656	7.3081	o2_uniq_peak_1481
chr8	93918053	93918348	296	93918188	15	9.35191	5.35254	5.70431	o2_uniq_peak_1482
chr8	96271966	96272511	546	96272242	56	62.10669	19.96662	57.54592	o2_uniq_peak_1483
chr8	96653745	96654278	534	96654019	87	110.28613	30.2027	105.10422	o2_uniq_peak_1484
chr8	99161355	99161679	325	99161501	17	10.99897	5.88072	7.29276	o2_uniq_peak_1485
chr8	100624557	100625123	567	100624841	121	103.17688	15.32215	98.07601	o2_uniq_peak_1486
chr8	102709846	102710279	434	102710065	21	20.93509	10.68031	16.96144	o2_uniq_peak_1487
chr8	103463883	103464178	296	103464029	20	9.40595	4.5155	5.75701	o2_uniq_peak_1488
chr8	106297497	106297867	371	106297703	24	12.21184	5.17889	8.46213	o2_uniq_peak_1489
chr8	107008204	107008530	327	107008386	19	11.27303	5.61586	7.55387	o2_uniq_peak_1490
chr8	107018238	107018566	329	107018399	24	9.84344	4.18544	6.18199	o2_uniq_peak_1491
chr8	107490441	107490898	458	107490682	55	33.95044	8.03707	29.74818	o2_uniq_peak_1492
chr8	107568068	107568595	528	107568328	68	64.40567	16.27943	59.81666	o2_uniq_peak_1493
chr8	110738064	110738395	332	110738229	16	15.23881	8.66931	11.39862	o2_uniq_peak_1494
chr8	113231516	113231826	311	113231695	18	10.98519	5.66276	7.28062	o2_uniq_peak_1495
chr8	115236229	115236554	326	115236406	27	13.98584	5.46693	10.18025	o2_uniq_peak_1496
chr8	116377428	116377766	339	116377589	15	13.76398	8.02158	9.96659	o2_uniq_peak_1497
chr8	117644208	117644652	445	117644425	35	25.73797	9.03647	21.67096	o2_uniq_peak_1498
chr8	118777685	118778030	346	118777852	38	18.57497	5.59725	14.65328	o2_uniq_peak_1499
chr8	118877847	118878334	488	118878085	60	43.33481	10.21246	39.00196	o2_uniq_peak_1500
chr8	119225219	119225514	296	119225361	17	8.31286	4.4315	4.72235	o2_uniq_peak_1501
chr8	119734589	119735046	458	119734799	46	32.2552	9.17664	28.07782	o2_uniq_peak_1502
chr8	121436025	121436563	539	121436296	56	46.67852	12.49363	42.30515	o2_uniq_peak_1503
chr8	121485372	121485916	545	121485633	92	98.70859	22.25095	93.66196	o2_uniq_peak_1504
chr8	122849262	122849684	423	122849481	44	26.83985	7.53378	22.75208	o2_uniq_peak_1505
chr8	123614232	123614777	546	123614492	45	37.16821	11.5466	32.9188	o2_uniq_peak_1506
chr8	123976828	123977199	372	123977002	47	36.28555	10.58928	32.04791	o2_uniq_peak_1507
chr8	125051252	125051547	296	125051398	14	8.44296	5.018	4.84432	o2_uniq_peak_1508
chr8	126702701	126703012	312	126702854	21	13.02883	6.1268	9.25192	o2_uniq_peak_1509
chr8	127348689	127349070	382	127348879	44	26.83985	7.53378	22.75208	o2_uniq_peak_1510
chr8	128064485	128064817	333	128064655	25	10.56547	4.35285	6.87134	o2_uniq_peak_1511
chr8	128614155	128614669	515	128614419	59	60.60366	17.88239	56.06108	o2_uniq_peak_1512
chr8	128797162	128797604	443	128797388	30	14.40647	5.18994	10.58904	o2_uniq_peak_1513
chr8	130613227	130613535	309	130613369	17	7.94638	4.24681	4.38075	o2_uniq_peak_1514
chr8	131048859	131049420	562	131049137	68	77.44615	22.54276	72.68732	o2_uniq_peak_1515
chr8	131358860	131359219	360	131359054	23	13.63901	6.02431	9.84494	o2_uniq_peak_1516
chr8	131646391	131646939	549	131646665	94	125.29873	34.34013	119.92867	o2_uniq_peak_1517
chr8	132283488	132283797	310	132283647	17	6.63867	3.61557	3.16707	o2_uniq_peak_1518
chr8	133180322	133180681	360	133180534	27	16.54984	6.60614	12.67303	o2_uniq_peak_1519
chr8	134084490	134084833	344	134084689	19	8.02943	4.01729	4.45618	o2_uniq_peak_1520
chr8	134157966	134158303	338	134158130	22	12.73116	5.7733	8.96548	o2_uniq_peak_1521
chr8	134317499	134317887	389	134317688	33	19.75542	6.8294	15.80545	o2_uniq_peak_1522
chr8	134463199	134463494	296	134463342	19	9.3813	4.65402	5.73357	o2_uniq_peak_1523
chr8	136701866	136702353	488	136702105	69	65.74072	16.51536	61.13583	o2_uniq_peak_1524
chr8	137122077	137122426	350	137122252	28	17.10309	6.65711	13.21534	o2_uniq_peak_1525
chr8	137538010	137538400	391	137538208	29	22.25116	8.94119	18.25122	o2_uniq_peak_1526
chr8	137661693	137662167	475	137661915	67	65.38625	17.06889	60.7841	o2_uniq_peak_1527
chr8	138639612	138639920	309	138639779	20	9.22423	4.43134	5.59079	o2_uniq_peak_1528
chr8	139102000	139102402	403	139102183	45	28.77942	8.05532	24.66226	o2_uniq_peak_1529
chr8	139121637	139122035	399	139121855	30	23.37159	9.23923	19.34907	o2_uniq_peak_1530
chr8	139299807	139300343	537	139300083	127	168.30225	37.81726	162.37941	o2_uniq_peak_1531
chr8	140006590	140007159	570	140006934	28	23.11881	9.70147	19.10095	o2_uniq_peak_1532
chr8	141101967	141102492	526	141102235	55	49.53685	14.05673	45.12843	o2_uniq_peak_1533
chr8	141641563	141641944	382	141641760	17	13.38824	7.28145	9.60232	o2_uniq_peak_1534
chr8	141997108	141997577	470	141997352	35	36.14716	14.5629	31.91294	o2_uniq_peak_1535
chr8	142841001	142841460	460	142841267	15	12.99733	7.55163	9.22076	o2_uniq_peak_1536
chr8	143563636	143563951	316	143563758	19	11.91688	5.9608	8.17572	o2_uniq_peak_1537
chr8	146153610	146153908	299	146153779	13	10.86081	6.70079	7.16186	o2_uniq_peak_1538
chr8	146703134	146703555	422	146703358	20	11.91668	5.75395	8.17572	o2_uniq_peak_1539
chr8	148011592	148011923	332	148011737	27	21.95405	9.36694	17.95942	o2_uniq_peak_1540
chr8	149314045	149314360	316	149314209	18	9.29063	4.76925	5.649	o2_uniq_peak_1541
chr8	151550867	151551211	345	151551025	25	12.67204	5.22248	8.90961	o2_uniq_peak_1542
chr8	153029818	153030224	407	153030015	30	16.99424	6.22681	13.10734	o2_uniq_peak_1543
chr8	153206751	153207158	408	153206943	25	24.98498	11.78033	20.93267	o2_uniq_peak_1544
chr8	153413019	153413314	296	153413159	14	11.09443	6.61974	7.38267	o2_uniq_peak_1545
chr8	155645154	155645510	357	155645325	17	8.57145	4.56381	4.96414	o2_uniq_peak_1546
chr8	155894338	155894820	483	155894621	26	20.80444	9.0324	16.83295	o2_uniq_peak_1547
chr8	156469925	156470222	298	156470135	20	11.91668	5.75395	8.17572	o2_uniq_peak_1548
chr8	159098882	159099626	745	159099068	10	5.10205	3.67987	1.83075	o2_uniq_peak_1549
chr8	159248417	159249032	616	159248699	176	318.53271	85.92793	310.17178	o2_uniq_peak_1550
chr8	161360216	161360540	325	161360383	22	11.27117	5.07403	7.55215	o2_uniq_peak_1551
chr8	161470691	161471133	443	161470921	29	26.38364	11.20189	22.30671	o2_uniq_peak_1552
chr8	164022639	164023032	394	164022792	14	6.8417	4.10997	3.35325	o2_uniq_peak_1553
chr8	164436659	164436988	330	164436819	26	16.39828	6.74502	12.52829	o2_uniq_peak_1554
chr8	164963827	164964133	307	164964037	23	10.74329	4.68594	7.04611	o2_uniq_peak_1555
chr8	166652363	166652904	542	166652634	98	126.9864	32.97836	121.59502	o2_uniq_peak_1556
chr8	168201106	168201493	388	168201346	24	11.20941	4.74482	7.49494	o2_uniq_peak_1557
chr8	168280769	168281224	456	168280976	37	27.93834	9.5385	23.83259	o2_uniq_peak_1558
chr8	168338900	168339331	432	168339121	39	32.10578	10.95991	27.93111	o2_uniq_peak_1559
chr8	168434725	168435088	364	168434903	24	12.95868	5.51525	9.1828	o2_uniq_peak_1560
chr8	168482530	168482925	396	168482732	21	9.81097	4.55742	6.15124	o2_uniq_peak_1561
chr8	168632185	168632692	508	168632429	98	110.24971	24.85029	105.06877	o2_uniq_peak_1562
chr8	169884171	169884614	444	169884372	33	39.46374	17.33862	35.18383	o2_uniq_peak_1563
chr8	171573849	171574151	303	171574007	23	10.80582	4.71304	7.1077	o2_uniq_peak_1564
chr8	171775038	171775517	480	171775291	30	29.85328	12.84626	25.71671	o2_uniq_peak_1565
chr8	172467924	172468266	343	172468095	25	17.41416	7.48628	13.52201	o2_uniq_peak_1566
chr8	173037212	173037656	445	173037444	38	18.06652	5.42983	14.15552	o2_uniq_peak_1567
chr8	173041650	173042133	484	173041883	51	38.41538	10.44497	34.14727	o2_uniq_peak_1568
chr8	173099115	173099563	449	173099365	27	12.05728	4.68769	8.31126	o2_uniq_peak_1569
chr8	173306218	173306612	395	173306446	15	9.35191	5.35254	5.70431	o2_uniq_peak_1570
chr9	1920253	1920712	460	1920487	39	30.18365	10.04052	26.04101	o2_uniq_peak_1571
chr9	2647453	2647958	506	2647731	52	37.32473	9.78563	33.07299	o2_uniq_peak_1572
chr9	3135080	3135600	521	3135364	37	27.93834	9.5385	23.83259	o2_uniq_peak_1573
chr9	6124403	6124825	423	6124683	12	6.70947	4.34894	3.22655	o2_uniq_peak_1574
chr9	6468383	6468697	315	6468538	14	12.76659	7.64939	8.99801	o2_uniq_peak_1575
chr9	7177510	7178016	507	7177768	48	37.76093	10.95216	33.50417	o2_uniq_peak_1576
chr9	7612714	7613009	296	7612994	7	4.48892	3.67372	1.34907	o2_uniq_peak_1577
chr9	12427100	12427400	301	12427244	15	6.93727	4.01621	3.44115	o2_uniq_peak_1578
chr9	13482476	13482919	444	13482682	33	23.58499	8.53444	19.55883	o2_uniq_peak_1579
chr9	14157131	14157487	357	14157208	11	5.73288	3.92048	2.36609	o2_uniq_peak_1580
chr9	14631104	14631452	349	14631281	15	13.98962	8.15935	10.18233	o2_uniq_peak_1581
chr9	15977857	15978164	308	15978004	19	12.95558	6.53413	9.18023	o2_uniq_peak_1582
chr9	22177544	22178042	499	22177793	35	41.5372	17.73028	37.23022	o2_uniq_peak_1583
chr9	23215343	23215738	396	23215575	13	10.86081	6.70079	7.16186	o2_uniq_peak_1584
chr9	23737409	23737734	326	23737549	12	6.70947	4.34894	3.22655	o2_uniq_peak_1585
chr9	24027546	24027946	401	24027726	18	13.11739	6.86803	9.33801	o2_uniq_peak_1586
chr9	24487111	24487406	296	24487260	10	8.17282	5.60955	4.59184	o2_uniq_peak_1587
chr9	24971261	24971715	455	24971466	35	31.65777	12.04321	27.49052	o2_uniq_peak_1588
chr9	25038430	25038851	422	25038658	26	11.30361	4.52027	7.58316	o2_uniq_peak_1589
chr9	26476740	26477189	450	26476938	42	29.33954	8.90768	25.21086	o2_uniq_peak_1590
chr9	26578769	26579285	517	26579061	60	38.92909	8.75467	34.65693	o2_uniq_peak_1591
chr9	26830958	26831317	360	26831131	17	8.48274	4.51824	4.87881	o2_uniq_peak_1592
chr9	28320183	28320602	420	28320383	21	20.44292	10.3835	16.48133	o2_uniq_peak_1593
chr9	29455627	29455955	329	29455781	15	9.13521	5.22731	5.50718	o2_uniq_peak_1594
chr9	30399918	30400213	296	30400024	10	6.87819	4.79221	3.38861	o2_uniq_peak_1595
chr9	30635349	30635647	299	30635467	20	10.32903	4.95461	6.64316	o2_uniq_peak_1596
chr9	33593324	33593753	430	33593537	31	15.21736	5.35736	11.38051	o2_uniq_peak_1597
chr9	34704781	34705147	367	34704983	26	17.71855	7.39794	13.81513	o2_uniq_peak_1598
chr9	35290479	35290957	479	35290715	69	63.22149	15.4427	58.64872	o2_uniq_peak_1599
chr9	38391426	38391940	515	38391698	98	110.24971	24.85029	105.06877	o2_uniq_peak_1600
chr9	39351211	39351681	471	39351432	48	41.05791	12.42371	36.75478	o2_uniq_peak_1601
chr9	43737554	43737941	388	43737754	40	33.29608	11.23391	29.10409	o2_uniq_peak_1602
chr9	46385618	46386035	418	46385835	14	8.8446	5.25437	5.22815	o2_uniq_peak_1603
chr9	49377482	49377963	482	49377681	35	25.73797	9.03647	21.67096	o2_uniq_peak_1604
chr9	50228325	50228796	472	50228600	45	26.67607	7.30237	22.59531	o2_uniq_peak_1605
chr9	52238040	52238428	389	52238241	26	22.86402	10.19376	18.85275	o2_uniq_peak_1606
chr9	53277052	53277571	520	53277297	57	62.83997	19.90633	58.27149	o2_uniq_peak_1607
chr9	54257299	54257773	475	54257551	33	23.58499	8.53444	19.55883	o2_uniq_peak_1608
chr9	54624100	54624617	518	54624369	81	99.85425	27.8619	94.78963	o2_uniq_peak_1609
chr9	54991380	54991853	474	54991633	40	40.14186	14.82048	35.85304	o2_uniq_peak_1610
chr9	57780523	57780991	469	57780754	42	45.47773	16.98989	41.12024	o2_uniq_peak_1611
chr9	58852196	58852502	307	58852343	19	14.17329	7.2295	10.36296	o2_uniq_peak_1612
chr9	61943700	61944139	440	61944036	12	4.45446	3.06714	1.33009	o2_uniq_peak_1613
chr9	63895866	63896204	339	63896062	17	10.99897	5.88072	7.29276	o2_uniq_peak_1614
chr9	64033525	64033984	460	64033804	19	8.02943	4.01729	4.45618	o2_uniq_peak_1615
chr9	65694063	65694375	313	65694226	12	10.40583	6.62947	6.71694	o2_uniq_peak_1616
chr9	68365759	68366409	651	68366099	172	211.53416	34.7496	205.17897	o2_uniq_peak_1617
chr9	68866155	68866522	368	68866344	22	16.86746	7.97447	12.98524	o2_uniq_peak_1618
chr9	71645778	71646289	512	71646027	69	73.6111	20.15537	68.90527	o2_uniq_peak_1619
chr9	71654081	71654551	471	71654322	50	41.54182	12.03262	37.23439	o2_uniq_peak_1620
chr9	73972928	73973448	521	73973198	74	66.12036	15.06485	61.51078	o2_uniq_peak_1621
chr9	74170189	74170566	378	74170357	27	16.54984	6.60614	12.67303	o2_uniq_peak_1622
chr9	74590853	74591177	325	74591078	25	15.50664	6.52634	11.65783	o2_uniq_peak_1623
chr9	75026511	75026929	419	75026731	38	32.79665	11.62355	28.61197	o2_uniq_peak_1624
chr9	75452054	75452526	473	75452293	44	38.15923	12.3299	33.89523	o2_uniq_peak_1625
chr9	77152810	77153247	438	77152946	8	5.96778	4.51214	2.56583	o2_uniq_peak_1626
chr9	78206339	78206658	320	78206511	19	11.01487	5.47996	7.30782	o2_uniq_peak_1627
chr9	80264154	80264709	556	80264443	74	75.06476	18.82598	70.33818	o2_uniq_peak_1628
chr9	81739719	81740142	424	81739913	34	24.6554	8.78546	20.60701	o2_uniq_peak_1629
chr9	84993879	84994278	400	84994076	42	33.63112	10.79356	29.43373	o2_uniq_peak_1630
chr9	85016056	85016461	406	85016251	35	31.65777	12.04321	27.49052	o2_uniq_peak_1631
chr9	88448360	88448857	498	88448611	68	57.55674	13.47209	53.05122	o2_uniq_peak_1632
chr9	88875023	88875433	411	88875226	18	16.82807	9.09393	12.94646	o2_uniq_peak_1633
chr9	92378484	92378899	416	92378667	18	17.80986	9.68923	13.90354	o2_uniq_peak_1634
chr9	93052485	93052960	476	93052711	38	29.05552	9.78951	24.93275	o2_uniq_peak_1635
chr9	93146029	93146395	367	93146231	21	11.84157	5.52229	8.10534	o2_uniq_peak_1636
chr9	103516460	103516810	351	103516692	25	14.688	6.13428	10.86294	o2_uniq_peak_1637
chr9	105076802	105077207	406	105077007	27	14.35618	5.62421	10.54022	o2_uniq_peak_1638
chr9	109688905	109689271	367	109689102	24	9.84344	4.18544	6.18199	o2_uniq_peak_1639
chr9	109832050	109832512	463	109832278	43	37.12964	12.15395	32.88255	o2_uniq_peak_1640
chr9	114496614	114497027	414	114496818	25	19.67054	8.69787	15.72307	o2_uniq_peak_1641
chr9	115593685	115594102	418	115593902	23	20.37567	9.7086	16.41527	o2_uniq_peak_1642
chr9	117092428	117092838	411	117092704	16	10.28679	5.68707	6.60258	o2_uniq_peak_1643
chr9	117094369	117094671	303	117094531	17	9.99039	5.31805	6.32581	o2_uniq_peak_1644
chr9	117308105	117308496	392	117308294	23	21.41262	10.32333	17.43183	o2_uniq_peak_1645
chr9	118453540	118453866	327	118453737	25	14.688	6.13428	10.86294	o2_uniq_peak_1646
chr9	122372169	122372472	304	122372308	21	9.50311	4.41902	5.85017	o2_uniq_peak_1647
chr9	122582333	122582686	354	122582500	23	16.84422	7.69297	12.96231	o2_uniq_peak_1648
chr9	125447622	125447917	296	125447728	9	6.97434	5.01349	3.47265	o2_uniq_peak_1649
chr9	126885253	126885789	537	126885505	104	115.84116	24.77304	110.58356	o2_uniq_peak_1650
chr9	130976921	130977386	466	130977157	39	31.40018	10.61732	27.23784	o2_uniq_peak_1651
chr9	133421240	133421535	296	133421375	15	9.35191	5.35254	5.70431	o2_uniq_peak_1652
chr9	133603160	133603455	296	133603300	16	10.28679	5.68707	6.60258	o2_uniq_peak_1653
chr9	134269243	134269559	317	134269382	19	15.6356	8.0905	11.78384	o2_uniq_peak_1654
chr9	134754118	134754434	317	134754284	14	11.52977	6.88823	7.80318	o2_uniq_peak_1655
chr9	135152432	135152917	486	135152663	68	66.7506	17.3199	62.1318	o2_uniq_peak_1656
chr9	135307536	135307946	411	135307749	27	18.99273	7.79774	15.06048	o2_uniq_peak_1657
chr9	136827960	136828311	352	136828154	17	10.99897	5.88072	7.29276	o2_uniq_peak_1658
chr9	136828978	136829358	381	136829115	10	7.28703	5.05137	3.75987	o2_uniq_peak_1659
chr9	137426989	137427558	570	137427227	84	79.18116	17.0735	74.3968	o2_uniq_peak_1660
chr9	137760164	137760934	771	137760641	61	39.94641	8.89819	35.65965	o2_uniq_peak_1661
chr9	138235247	138235925	679	138235341	11	7.25291	4.8543	3.72939	o2_uniq_peak_1662a
chr9	138235247	138235925	679	138235740	24	25.66427	12.53372	21.59986	o2_uniq_peak_1662b
chr9	138607764	138608059	296	138607907	13	7.93308	4.90408	4.36851	o2_uniq_peak_1663
chr9	139707199	139707497	299	139707332	19	11.91688	5.9608	8.17572	o2_uniq_peak_1664
chr9	141659870	141660419	550	141660166	45	44.84613	15.38854	40.49391	o2_uniq_peak_1665
chr9	144259589	144260066	478	144259835	66	90.30824	30.76741	85.37276	o2_uniq_peak_1666
chr9	144782566	144783052	487	144782804	78	63.84483	13.15587	59.26371	o2_uniq_peak_1667
chr9	145710337	145710715	379	145710514	28	18.58093	7.35281	14.65857	o2_uniq_peak_1668
chr9	147735655	147736111	457	147735898	24	26.02424	12.74899	21.95195	o2_uniq_peak_1669
chr9	148918747	148919081	335	148918923	30	17.82388	6.5824	13.91737	o2_uniq_peak_1670
chr9	149118879	149119287	409	149119074	29	16.10063	6.02594	12.23845	o2_uniq_peak_1671
chr9	149753759	149754180	422	149753966	52	34.82762	8.87312	30.61127	o2_uniq_peak_1672
chr9	150016925	150017495	571	150017197	100	99.62373	19.72001	94.56625	o2_uniq_peak_1673
chr9	150183353	150183812	460	150183581	67	57.31579	13.6588	52.81438	o2_uniq_peak_1674
chr9	151300626	151301005	380	151300855	18	12.22871	6.35614	8.4768	o2_uniq_peak_1675
chr9	152802889	152803223	335	152803051	19	11.01487	5.47996	7.30782	o2_uniq_peak_1676
chr9	153777052	153777381	330	153777208	25	14.50905	6.05023	10.68959	o2_uniq_peak_1677
chr9	153927674	153928064	391	153927838	18	9.29063	4.76925	5.649	o2_uniq_peak_1678
chr9	153942077	153942384	308	153942229	22	9.97466	4.4907	6.31064	o2_uniq_peak_1679
chr9	154107321	154107850	530	154107590	84	97.83736	25.33338	92.80267	o2_uniq_peak_1680
chr9	154124923	154125291	369	154125137	18	10.98519	5.66276	7.28062	o2_uniq_peak_1681
chr9	154367414	154367793	380	154367616	23	15.49683	6.96949	11.65066	o2_uniq_peak_1682
chr9	155875497	155875852	356	155875640	27	16.54984	6.60614	12.67303	o2_uniq_peak_1683
chr9	156305981	156306662	682	156306345	133	165.96542	33.63575	160.08032	o2_uniq_peak_1684
mitochondrion	252000	252510	511	252247	429	96.93079	3.33922	91.90775	o2_uniq_peak_1685
