gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d011964	1	mu1068551	UFMu-08661	1	NA	NA	NA	NA	FALSE	Zm00004b027605	One-to-One	mRNA	high	frameshift_variant
Zm00001d011965	1	mu1068552	UFMu-08339	1	NA	NA	NA	NA	FALSE	Zm00004b027606	One-to-One	mRNA	moderate	missense_variant
Zm00001d011969	1	mu1054430	UFMu-06583	1	NAC	126	28	28/126	TRUE	Zm00004b027610	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d011971	1	mu1054431	UFMu-06721	1	NA	NA	NA	NA	FALSE	Zm00004b027612	One-to-One	mRNA	moderate	missense_variant
Zm00001d011972	1	mu1020122	UFMu-00895	1	NA	NA	NA	NA	FALSE	Zm00004b027613	One-to-One	mRNA	high	splice_donor_variant
Zm00001d011984	2	mu1050174|mu1050736	UFMu-06449|UFMu-06449	2	NA	NA	NA	NA	FALSE	Zm00004b027620	One-to-One	mRNA	high	stop_gained
Zm00001d011992	1	mu1057881	UFMu-07431	1	NA	NA	NA	NA	FALSE	Zm00004b027623	One-to-One	mRNA	moderate	missense_variant
Zm00001d011994	2	mu1019561|mu1039927	UFMu-00946,UFMu-06551|UFMu-04186	2	NA	NA	NA	NA	FALSE	Zm00004b027625	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012005	3	mu1041785|mu1049628|mu1081894	UFMu-04654|UFMu-06433|UFMu-09528	>=3	NA	NA	NA	NA	FALSE	Zm00004b027630	One-to-One	mRNA	no_change	NA
Zm00001d012014	1	mu1093283	UFMu-13045	1	NA	NA	NA	NA	FALSE	Zm00004b027636	One-to-One	mRNA	no_change	NA
Zm00001d012016	1	mu1042301	UFMu-05304	1	NA	NA	NA	NA	FALSE	Zm00004b027638	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d012029	1	mu1019350	UFMu-01153	1	NA	NA	NA	NA	FALSE	Zm00004b027653	One-to-One	mRNA	moderate	missense_variant
Zm00001d012031	1	mu1093286	UFMu-12009	1	NA	NA	NA	NA	FALSE	Zm00004b027655	One-to-One	mRNA	moderate	missense_variant
Zm00001d012036	1	mu1068555	UFMu-08755	1	NA	NA	NA	NA	FALSE	Zm00004b027663	One-to-One	mRNA	low	synonymous_variant
Zm00001d012040	1	mu1017813	UFMu-00589,UFMu-03202	1	NA	NA	NA	NA	FALSE	Zm00004b027666	One-to-One	mRNA	modifier	intron_variant
Zm00001d012047	2	mu1049632|mu1093289	UFMu-06343|UFMu-11784	2	NA	NA	NA	NA	FALSE	Zm00004b027672	One-to-One	mRNA	moderate	missense_variant
Zm00001d012050	1	mu1087222	UFMu-11141	1	NA	NA	NA	NA	FALSE	Zm00004b027677	One-to-One	mRNA	moderate	missense_variant
Zm00001d012052	1	mu1041786	UFMu-04399	1	NA	NA	NA	NA	FALSE	Zm00004b027678	One-to-One	mRNA	low	synonymous_variant
Zm00001d012060	1	mu1009145	UFMu-00319,UFMu-01061	1	NA	NA	NA	NA	FALSE	Zm00004b027685	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012061	2	mu1039932|mu1039932	UFMu-04186|UFMu-11283	2	NA	NA	NA	NA	FALSE	Zm00004b027686	One-to-One	mRNA	moderate	missense_variant
Zm00001d012064	1	mu1049633	UFMu-06135	1	NA	NA	NA	NA	FALSE	Zm00004b027688	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012083	1	mu1031977	UFMu-02834	1	NA	NA	NA	NA	FALSE	Zm00004b027703	One-to-One	mRNA	high	frameshift_variant
Zm00001d012084	1	mu1018415	UFMu-00741	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	missense_variant
Zm00001d012094	3	mu1045905|mu1045905|mu1075242	UFMu-05650|UFMu-06435|UFMu-05650	>=3	C2H2	132	33	33/132	TRUE	NA	NA	mRNA	high	frameshift_variant
Zm00001d012097	3	mu1022450|mu1049635|mu1069860	UFMu-02218,UFMu-05556|UFMu-06475|UFMu-08631	>=3	NA	NA	NA	NA	FALSE	Zm00004b027712	One-to-One	mRNA	moderate	missense_variant
Zm00001d012102	1	mu1068561	UFMu-08632	1	NA	NA	NA	NA	FALSE	Zm00004b027715	One-to-One	mRNA	moderate	missense_variant
Zm00001d012103	2	mu1042293|mu1069861	UFMu-05290|UFMu-08642	2	NA	NA	NA	NA	FALSE	Zm00004b027716	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d012119	6	mu1033759|mu1039936|mu1039937|mu1049637|mu1068563|mu1078648	UFMu-03594|UFMu-03657|UFMu-03300,UFMu-03775|UFMu-06475|UFMu-08587,UFMu-09717|UFMu-09400	>=3	NA	NA	NA	NA	FALSE	Zm00004b027722	One-to-One	mRNA	no_change	NA
Zm00001d012131	2	mu1039943|mu1093295	UFMu-03509|UFMu-13003	2	NA	NA	NA	NA	FALSE	Zm00004b027733	One-to-One	mRNA	no_change	NA
Zm00001d012138	1	mu1039944	UFMu-03723	1	NA	NA	NA	NA	FALSE	Zm00004b027740	One-to-One	mRNA	modifier	intron_variant
Zm00001d012141	2	mu1035772|mu1084164	UFMu-03097|UFMu-10322	2	NA	NA	NA	NA	FALSE	Zm00004b027743	One-to-One	mRNA	no_change	NA
Zm00001d012144	1	mu1039946	UFMu-03881	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	splice_acceptor_variant
Zm00001d012166	1	mu1084165	UFMu-10402	1	NA	NA	NA	NA	FALSE	Zm00004b027762	One-to-One	mRNA	moderate	missense_variant
Zm00001d012167	3	mu1004437|mu1034064|mu1087232	UFMu-00310|UFMu-03453|UFMu-10569	>=3	NA	NA	NA	NA	FALSE	Zm00004b027763,Zm00004b027764	Many-to-One	mRNA	moderate	missense_variant
Zm00001d012169	2	mu1049645|mu1084166	UFMu-06150|UFMu-10535	2	NA	NA	NA	NA	FALSE	Zm00004b027766	One-to-One	mRNA	moderate	missense_variant
Zm00001d012175	1	mu1022372	UFMu-02006	1	NA	NA	NA	NA	FALSE	Zm00004b027772	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012177	1	mu1087234	UFMu-10877	1	NA	NA	NA	NA	FALSE	Zm00004b027774	One-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d012178	1	mu1078652	UFMu-09019	1	NA	NA	NA	NA	FALSE	Zm00004b027775	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012197	2	mu1041796|mu1054446	UFMu-04229|UFMu-06592	2	NA	NA	NA	NA	FALSE	Zm00004b027784	One-to-One	mRNA	high	frameshift_variant
Zm00001d012198	1	mu1057896	UFMu-07561	1	NA	NA	NA	NA	FALSE	Zm00004b027785	One-to-One	mRNA	moderate	missense_variant
Zm00001d012205	1	mu1088127	UFMu-11024	1	NA	NA	NA	NA	FALSE	Zm00004b027789	One-to-One	mRNA	moderate	missense_variant
Zm00001d012206	3	mu1017925|mu1093307|mu1093308	UFMu-00765|UFMu-12627|UFMu-12022	>=3	NA	NA	NA	NA	FALSE	Zm00004b027790	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d012208	1	mu1045912	UFMu-05429	1	NA	NA	NA	NA	FALSE	Zm00004b027791	One-to-One	mRNA	moderate	missense_variant
Zm00001d012211	1	mu1049651	UFMu-06001	1	NA	NA	NA	NA	FALSE	Zm00004b027793	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d012212	1	mu1068569	UFMu-08760	1	NA	NA	NA	NA	FALSE	Zm00004b027794	One-to-One	mRNA	modifier	intron_variant
Zm00001d012213	1	mu1087236	UFMu-10567	1	NA	NA	NA	NA	FALSE	Zm00004b027795	One-to-One	mRNA	modifier	intron_variant
Zm00001d012219	4	mu1034795|mu1041797|mu1054449|mu1078655	UFMu-03122|UFMu-04414|UFMu-06537|UFMu-09343	>=3	NA	NA	NA	NA	FALSE	Zm00004b027801	One-to-One	mRNA	no_change	NA
Zm00001d012220	1	mu1022912	UFMu-01939	1	NA	NA	NA	NA	FALSE	Zm00004b027802	One-to-One	mRNA	moderate	conservative_inframe_deletion
Zm00001d012221	1	mu1078656	UFMu-09400	1	NA	NA	NA	NA	FALSE	Zm00004b027803	One-to-One	mRNA	moderate	missense_variant
Zm00001d012223	2	mu1039952|mu1095433	UFMu-03988,UFMu-06183|UFMu-11321	2	NA	NA	NA	NA	FALSE	Zm00004b027804	One-to-One	mRNA	non-syntenic	synonymous_variant
Zm00001d012226	1	mu1031698	UFMu-02462	1	NA	NA	NA	NA	FALSE	Zm00004b027807	One-to-One	mRNA	high	start_lost
Zm00001d012232	2	mu1035859|mu1061044	UFMu-03397|UFMu-07996	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	start_lost
Zm00001d012233	2	mu1045914|mu1078659	UFMu-05734|UFMu-08891	2	NA	NA	NA	NA	FALSE	Zm00004b027813	One-to-One	mRNA	moderate	missense_variant
Zm00001d012237	1	mu1030740	UFMu-02755	1	NA	NA	NA	NA	FALSE	Zm00004b027815	One-to-One	mRNA	moderate	missense_variant
Zm00001d012239	1	mu1061046	UFMu-08022	1	NA	NA	NA	NA	FALSE	Zm00004b027817	One-to-One	mRNA	high	start_lost
Zm00001d012243	7	mu1017054|mu1041800|mu1061047|mu1071470|mu1073796|mu1081902|mu1084547	UFMu-00828,UFMu-09028|UFMu-04712|UFMu-07769|UFMu-02693|UFMu-04712|UFMu-09430|UFMu-10400	>=3	NA	NA	NA	NA	FALSE	Zm00004b027821	One-to-One	mRNA	no_change	NA
Zm00001d012244	2	mu1069867|mu1087237	UFMu-08771|UFMu-10893	2	NA	NA	NA	NA	FALSE	Zm00004b027822	One-to-One	mRNA	no_change	NA
Zm00001d012247	2	mu1039955|mu1078662	UFMu-03257|UFMu-09053	2	NA	NA	NA	NA	FALSE	Zm00004b027825	One-to-One	mRNA	no_change	NA
Zm00001d012254	2	mu1039956|mu1039957	UFMu-04168|UFMu-03934	2	NA	NA	NA	NA	FALSE	Zm00004b027829	One-to-Many	mRNA	non-syntenic	NA
Zm00001d012265	2	mu1035037|mu1093316	UFMu-03223|UFMu-11786	2	NA	NA	NA	NA	FALSE	Zm00004b027841	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012267	1	mu1045916	UFMu-05720	1	NA	NA	NA	NA	FALSE	Zm00004b027843	One-to-One	mRNA	moderate	missense_variant
Zm00001d012270	2	mu1030535|mu1057902	UFMu-02616|UFMu-07316	2	NA	NA	NA	NA	FALSE	Zm00004b027846	One-to-One	mRNA	modifier	intron_variant
Zm00001d012273	2	mu1039958|mu1041802	UFMu-03706|UFMu-04347	2	bZIP	128	18	18/128	TRUE	Zm00004b027848	One-to-One	mRNA	modifier	intron_variant
Zm00001d012274	1	mu1075244	UFMu-05794	1	NA	NA	NA	NA	FALSE	Zm00004b027850	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d012275	2	mu1042354|mu1081907	UFMu-04869|UFMu-09497	2	NA	NA	NA	NA	FALSE	Zm00004b027851,Zm00004b027852	Many-to-Many,Many-to-One	mRNA	low	synonymous_variant
Zm00001d012287	1	mu1049660	UFMu-06442	1	NA	NA	NA	NA	FALSE	Zm00004b027862	One-to-One	mRNA	moderate	missense_variant
Zm00001d012289	1	mu1093324	UFMu-11983	1	NA	NA	NA	NA	FALSE	Zm00004b027863	One-to-One	mRNA	moderate	missense_variant
Zm00001d012290	2	mu1033584|mu1061051	UFMu-03480|UFMu-08053	2	NA	NA	NA	NA	FALSE	Zm00004b027864	One-to-One	mRNA	moderate	missense_variant
Zm00001d012292	2	mu1035246|mu1035246	UFMu-03349|UFMu-04929	2	NA	NA	NA	NA	FALSE	Zm00004b027866	One-to-One	mRNA	high	frameshift_variant
Zm00001d012293	1	mu1039960	UFMu-04156	1	NA	NA	NA	NA	FALSE	Zm00004b027867	One-to-One	mRNA	low	synonymous_variant
Zm00001d012294	1	mu1049661	UFMu-06477	1	bZIP	128	19	19/128	TRUE	Zm00004b027868	One-to-Many	mRNA	high	frameshift_variant
Zm00001d012297	1	mu1054457	UFMu-06951	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d012302	4	mu1017487|mu1023008|mu1041807|mu1078666	UFMu-00826|UFMu-02084|UFMu-04717|UFMu-09146	>=3	NA	NA	NA	NA	FALSE	Zm00004b027871	One-to-One	mRNA	moderate	missense_variant
Zm00001d012312	1	mu1082636	UFMu-09504	1	NA	NA	NA	NA	FALSE	Zm00004b027876	One-to-One	mRNA	moderate	missense_variant
Zm00001d012314	2	mu1049662|mu1080078	UFMu-06513|UFMu-08953	2	NA	NA	NA	NA	FALSE	Zm00004b027882	One-to-Many	mRNA	non-syntenic	NA
Zm00001d012315	2	mu1049662|mu1080078	UFMu-06513|UFMu-08953	2	NA	NA	NA	NA	FALSE	Zm00004b027882	One-to-Many	mRNA	non-syntenic	NA
Zm00001d012321	3	mu1051452|mu1068582|mu1074904	UFMu-06403,UFMu-08161|UFMu-08587|UFMu-03763	>=3	NA	NA	NA	NA	FALSE	Zm00004b027883	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d012323	1	mu1069869	UFMu-04397,UFMu-05542,UFMu-08386,UFMu-09284	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d012336	2	mu1049664|mu1095448	UFMu-06514|UFMu-11441	2	NA	NA	NA	NA	FALSE	Zm00004b027895	One-to-One	mRNA	low	synonymous_variant
Zm00001d012337	1	mu1072393	UFMu-02112	1	MYB	163	33	33/163	TRUE	Zm00004b027896	One-to-One	mRNA	moderate	missense_variant
Zm00001d012340	2	mu1035197|mu1080079	UFMu-03424|UFMu-09270,UFMu-11013	2	NA	NA	NA	NA	FALSE	Zm00004b027899	One-to-One	mRNA	moderate	missense_variant
Zm00001d012350	6	mu1039963|mu1042282|mu1049665|mu1093360|mu1093361|mu1095449	UFMu-03519,UFMu-08041|UFMu-04956|UFMu-06364|UFMu-13541|UFMu-12397|UFMu-11213	>=3	NA	NA	NA	NA	FALSE	Zm00004b027903	One-to-One	mRNA	high	start_lost
Zm00001d012354	1	mu1013148	UFMu-01875,UFMu-04529	1	NA	NA	NA	NA	FALSE	Zm00004b027905	One-to-One	mRNA	non-syntenic	NA
Zm00001d012378	1	mu1087243	UFMu-10586	1	NA	NA	NA	NA	FALSE	Zm00004b027919	One-to-One	mRNA	moderate	missense_variant
Zm00001d012379	2	mu1016339|mu1029851	UFMu-01869,UFMu-02484,UFMu-03657|UFMu-02484	2	MYB	163	34	34/163	TRUE	Zm00004b027920	One-to-One	mRNA	moderate	missense_variant
Zm00001d012381	1	mu1032127	UFMu-02885	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	missense_variant
Zm00001d012387	1	mu1057916	UFMu-07255	1	NA	NA	NA	NA	FALSE	Zm00004b027925	One-to-One	mRNA	moderate	missense_variant
Zm00001d012396	1	mu1045918	UFMu-05788	1	NA	NA	NA	NA	FALSE	Zm00004b027932	One-to-One	mRNA	moderate	missense_variant
Zm00001d012398	4	mu1035080|mu1057919|mu1068587|mu1078670	UFMu-03132,UFMu-04780|UFMu-07228|UFMu-08330|UFMu-09016	>=3	NA	NA	NA	NA	FALSE	Zm00004b027933	One-to-One	mRNA	low	synonymous_variant
Zm00001d012400	1	mu1073522	UFMu-03295	1	NA	NA	NA	NA	FALSE	Zm00004b027934	One-to-One	mRNA	high	frameshift_variant
Zm00001d012403	1	mu1034857	UFMu-03220	1	NA	NA	NA	NA	FALSE	Zm00004b027937	One-to-One	mRNA	no_change	NA
Zm00001d012417	4	mu1039968|mu1039969|mu1081911|mu1085202	UFMu-03146|UFMu-03075|UFMu-09538,UFMu-11308,UFMu-11887|UFMu-10380	>=3	NA	NA	NA	NA	FALSE	Zm00004b027946	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d012419	2	mu1068589|mu1073523	UFMu-08301|UFMu-03526	2	WOX	19	7	7/19	TRUE	Zm00004b027948	One-to-One	mRNA	non-syntenic	conservative_inframe_insertion
Zm00001d012420	3	mu1045923|mu1049671|mu1070557	UFMu-05556|UFMu-06165|UFMu-02858	>=3	NA	NA	NA	NA	FALSE	Zm00004b027949	One-to-One	mRNA	moderate	missense_variant
Zm00001d012437	2	mu1054470|mu1073041	UFMu-06863|UFMu-03232	2	NA	NA	NA	NA	FALSE	Zm00004b027962	One-to-One	mRNA	moderate	missense_variant
Zm00001d012439	2	mu1016344|mu1016344	UFMu-01880|UFMu-05788	2	NA	NA	NA	NA	FALSE	Zm00004b027964	One-to-One	mRNA	no_change	NA
Zm00001d012447	2	mu1093375|mu1095450	UFMu-11755|UFMu-12095	2	NA	NA	NA	NA	FALSE	Zm00004b027973	One-to-One	mRNA	non-syntenic	stop_lost
Zm00001d012448	1	mu1093376	UFMu-11696	1	NA	NA	NA	NA	FALSE	Zm00004b027974	One-to-One	mRNA	moderate	missense_variant
Zm00001d012449	1	mu1068591	UFMu-08805	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	stop_gained
Zm00001d012450	1	mu1016347	UFMu-01692	1	NA	NA	NA	NA	FALSE	Zm00004b027975	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d012451	1	mu1074082	UFMu-04510	1	NA	NA	NA	NA	FALSE	Zm00004b027977	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012457	1	mu1078681	UFMu-09143	1	NA	NA	NA	NA	FALSE	Zm00004b027980	One-to-One	mRNA	moderate	missense_variant
Zm00001d012463	5	mu1035703|mu1039975|mu1054473|mu1074083|mu1093378	UFMu-03257,UFMu-04869|UFMu-04217,UFMu-04429|UFMu-06757|UFMu-04654|UFMu-11790	>=3	NA	NA	NA	NA	FALSE	Zm00004b027984	One-to-One	mRNA	no_change	NA
Zm00001d012464	2	mu1029908|mu1041810	UFMu-02760,UFMu-09511|UFMu-04576,UFMu-08162	2	NA	NA	NA	NA	FALSE	Zm00004b027985	One-to-One	mRNA	no_change	NA
Zm00001d012465	1	mu1016352	UFMu-01357	1	NA	NA	NA	NA	FALSE	Zm00004b027986	One-to-One	mRNA	no_change	NA
Zm00001d012467	1	mu1049676	UFMu-06193	1	NA	NA	NA	NA	FALSE	Zm00004b027988	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012469	2	mu1054474|mu1081915	UFMu-06801|UFMu-09464	2	NA	NA	NA	NA	FALSE	Zm00004b027990	One-to-One	mRNA	moderate	missense_variant
Zm00001d012486	1	mu1042277	UFMu-04889	1	NA	NA	NA	NA	FALSE	Zm00004b028015	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012494	1	mu1057925	UFMu-07290	1	NA	NA	NA	NA	FALSE	Zm00004b028024	One-to-One	mRNA	moderate	missense_variant
Zm00001d012501	1	mu1061064	UFMu-08201	1	NA	NA	NA	NA	FALSE	Zm00004b028032	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012517	1	mu1087251	UFMu-11120	1	NA	NA	NA	NA	FALSE	Zm00004b028045	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d012525	1	mu1093387	UFMu-11790	1	NA	NA	NA	NA	FALSE	Zm00004b028053	One-to-One	mRNA	moderate	missense_variant
Zm00001d012527	2	mu1072049|mu1081917	UFMu-01872|UFMu-09511	2	NAC	126	29	29/126	TRUE	Zm00004b028054	One-to-One	mRNA	moderate	missense_variant
Zm00001d012528	6	mu1008290|mu1031152|mu1034441|mu1039985|mu1049684|mu1054477	UFMu-00436|UFMu-02616|UFMu-03236|UFMu-03459,UFMu-09460|UFMu-06034|UFMu-06716	>=3	NA	NA	NA	NA	FALSE	Zm00004b028055	One-to-One	mRNA	moderate	missense_variant
Zm00001d012529	2	mu1041817|mu1082637	UFMu-04717|UFMu-09492	2	NA	NA	NA	NA	FALSE	Zm00004b028056	One-to-One	mRNA	moderate	missense_variant
Zm00001d012536	1	mu1061066	UFMu-08007	1	NA	NA	NA	NA	FALSE	Zm00004b028063	One-to-One	mRNA	no_change	NA
Zm00001d012538	1	mu1002974	UFMu-00300	1	NA	NA	NA	NA	FALSE	Zm00004b028065	One-to-One	mRNA	no_change	NA
Zm00001d012543	1	mu1061068	UFMu-08182	1	NA	NA	NA	NA	FALSE	Zm00004b028067	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d012550	5	mu1057929|mu1061069|mu1084178|mu1084179|mu1093391	UFMu-07168|UFMu-07959|UFMu-10096|UFMu-10101|UFMu-12358	>=3	NA	NA	NA	NA	FALSE	Zm00004b028072	One-to-One	mRNA	high	frameshift_variant
Zm00001d012556	1	mu1081920	UFMu-09650	1	NA	NA	NA	NA	FALSE	Zm00004b028079	One-to-One	mRNA	low	synonymous_variant
Zm00001d012557	1	mu1049686	UFMu-06498	1	NA	NA	NA	NA	FALSE	Zm00004b028080	One-to-One	mRNA	low	splice_region_variant
Zm00001d012560	1	mu1009505	UFMu-00206	1	NA	NA	NA	NA	FALSE	Zm00004b028081	One-to-Many	mRNA	moderate	missense_variant
Zm00001d012567	3	mu1045833|mu1057933|mu1087256	UFMu-05721|UFMu-07568|UFMu-11131	>=3	NA	NA	NA	NA	FALSE	Zm00004b028094	One-to-One	mRNA	moderate	missense_variant
Zm00001d012571	2	mu1032072|mu1075658	UFMu-02730|UFMu-05725	2	NA	NA	NA	NA	FALSE	Zm00004b028097	One-to-One	mRNA	high	frameshift_variant
Zm00001d012574	1	mu1084183	UFMu-09992	1	NA	NA	NA	NA	FALSE	Zm00004b028099,Zm00004b028100	Many-to-Many	mRNA	moderate	missense_variant
Zm00001d012576	1	mu1057934	UFMu-07370	1	NA	NA	NA	NA	FALSE	Zm00004b028102	One-to-One	mRNA	moderate	missense_variant
Zm00001d012586	1	mu1042267	UFMu-04999	1	NA	NA	NA	NA	FALSE	Zm00004b028110	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012599	1	mu1032129	UFMu-02979	1	NA	NA	NA	NA	FALSE	Zm00004b028118	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d012601	3	mu1039989|mu1039989|mu1057935	UFMu-03781|UFMu-07189|UFMu-07377	>=3	NA	NA	NA	NA	FALSE	Zm00004b028121	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d012607	1	mu1093402	UFMu-12588	1	NA	NA	NA	NA	FALSE	Zm00004b028126	One-to-One	mRNA	modifier	intron_variant
Zm00001d012610	1	mu1061076	UFMu-07769	1	NA	NA	NA	NA	FALSE	Zm00004b028128	One-to-One	mRNA	moderate	missense_variant
Zm00001d012611	1	mu1069879	UFMu-08798	1	NA	NA	NA	NA	FALSE	Zm00004b028129	One-to-One	mRNA	moderate	missense_variant
Zm00001d012618	1	mu1081924	UFMu-09546	1	NA	NA	NA	NA	FALSE	Zm00004b028135	One-to-One	mRNA	low	synonymous_variant
Zm00001d012621	1	mu1041825	UFMu-04696	1	NA	NA	NA	NA	FALSE	Zm00004b028138	One-to-One	mRNA	moderate	missense_variant
Zm00001d012625	3	mu1018436|mu1031759|mu1093404	UFMu-00948|UFMu-02945|UFMu-12041	>=3	NA	NA	NA	NA	FALSE	Zm00004b028142	One-to-One	mRNA	moderate	missense_variant
Zm00001d012634	4	mu1041826|mu1050724|mu1087260|mu1095458	UFMu-04501|UFMu-06216|UFMu-10733|UFMu-13993	>=3	NA	NA	NA	NA	FALSE	Zm00004b028149	One-to-One	mRNA	high	frameshift_variant
Zm00001d012644	1	mu1049696	UFMu-06162	1	NA	NA	NA	NA	FALSE	Zm00004b028157	One-to-One	mRNA	moderate	missense_variant
Zm00001d012645	1	mu1081925	UFMu-09561	1	NA	NA	NA	NA	FALSE	Zm00004b028158	One-to-One	mRNA	moderate	missense_variant
Zm00001d012648	3	mu1023614|mu1049697|mu1093407	UFMu-02005|UFMu-05970|UFMu-13538	>=3	NA	NA	NA	NA	FALSE	Zm00004b028161	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d012655	3	mu1016371|mu1049698|mu1093409	UFMu-01083,UFMu-01265|UFMu-06118|UFMu-12455	>=3	NA	NA	NA	NA	FALSE	Zm00004b028166	One-to-One	mRNA	moderate	missense_variant
Zm00001d012661	3	mu1018133|mu1021556|mu1061084	UFMu-00970|UFMu-01983|UFMu-08145	>=3	NA	NA	NA	NA	FALSE	Zm00004b028170	One-to-One	mRNA	moderate	missense_variant
Zm00001d012664	2	mu1019691|mu1095567	UFMu-01053|UFMu-11334	2	NA	NA	NA	NA	FALSE	Zm00004b028174	One-to-One	mRNA	moderate	missense_variant
Zm00001d012666	1	mu1049705	UFMu-06078	1	NA	NA	NA	NA	FALSE	Zm00004b028176	One-to-One	mRNA	low	synonymous_variant
Zm00001d012667	1	mu1071480	UFMu-02883	1	NA	NA	NA	NA	FALSE	Zm00004b028177,Zm00004b028178	Many-to-One	mRNA	moderate	missense_variant
Zm00001d012672	1	mu1093414	UFMu-13149	1	NA	NA	NA	NA	FALSE	Zm00004b028182,Zm00004b028183,Zm00004b028184	Many-to-One	mRNA	moderate	missense_variant
Zm00001d012675	1	mu1049714	UFMu-06514	1	NA	NA	NA	NA	FALSE	Zm00004b028188	One-to-One	mRNA	low	splice_region_variant
Zm00001d012681	1	mu1093418	UFMu-13307	1	NA	NA	NA	NA	FALSE	Zm00004b028195	One-to-One	mRNA	high	splice_donor_variant
Zm00001d012690	1	mu1049718	UFMu-06254	1	NA	NA	NA	NA	FALSE	Zm00004b028203	One-to-One	mRNA	moderate	missense_variant
Zm00001d012691	1	mu1087265	UFMu-11122	1	NA	NA	NA	NA	FALSE	Zm00004b028204	One-to-One	mRNA	non-syntenic	stop_lost
Zm00001d012693	2	mu1017860|mu1075659	UFMu-00589|UFMu-05742	2	NA	NA	NA	NA	FALSE	Zm00004b028205	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d012728	1	mu1045942	UFMu-05762	1	NA	NA	NA	NA	FALSE	Zm00004b028231	One-to-One	mRNA	moderate	missense_variant
Zm00001d012734	2	mu1027642|mu1033060	UFMu-07653|UFMu-02864	2	VOZ	5	1	1/5	TRUE	Zm00004b028235	One-to-One	mRNA	high	frameshift_variant
Zm00001d012738	1	mu1042262	UFMu-05305,UFMu-05632	1	NA	NA	NA	NA	FALSE	Zm00004b028239	One-to-One	mRNA	no_change	NA
Zm00001d012742	2	mu1061099|mu1081933	UFMu-07946|UFMu-09464	2	NA	NA	NA	NA	FALSE	Zm00004b028241	One-to-Many	mRNA	no_change	NA
Zm00001d012743	1	mu1078707	UFMu-09347	1	NA	NA	NA	NA	FALSE	Zm00004b028242	One-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d012748	1	mu1057945	UFMu-07357	1	NA	NA	NA	NA	FALSE	Zm00004b028246	One-to-One	mRNA	moderate	missense_variant
Zm00001d012752	3	mu1017316|mu1017316|mu1093434	UFMu-00644,UFMu-03993|UFMu-05410,UFMu-06150|UFMu-13137	>=3	NA	NA	NA	NA	FALSE	Zm00004b028250	One-to-One	mRNA	moderate	missense_variant
Zm00001d012765	6	mu1032956|mu1045943|mu1061104|mu1074907|mu1078710|mu1081937	UFMu-02628,UFMu-06592|UFMu-05750|UFMu-07758|UFMu-04038|UFMu-09344|UFMu-09475	>=3	NA	NA	NA	NA	FALSE	Zm00004b028257	One-to-Many	mRNA	moderate	missense_variant
Zm00001d012768	8	mu1029194|mu1029319|mu1040010|mu1040010|mu1041838|mu1078712|mu1081939|mu1081940	UFMu-02865|UFMu-02694,UFMu-09717|UFMu-02519|UFMu-06924|UFMu-04382|UFMu-09252|UFMu-09477,UFMu-11168|UFMu-09477	>=3	NA	NA	NA	NA	FALSE	Zm00004b028260	One-to-One	mRNA	high	start_lost
