mid	sids	gid	etype	eidx
mu1022620	UFMu-02302	Zm00001d013709	utr5	1
mu1022621	UFMu-02201	Zm00001d018145	intron	1
mu1022622	UFMu-02434,UFMu-04800,UFMu-04966,UFMu-05610	Zm00001d036720	cds	1
mu1022623	UFMu-01937,UFMu-02597,UFMu-05743,UFMu-06779	Zm00001d003426	cds	1
mu1022625	UFMu-02357	Zm00001d030021	utr5	1
mu1022626	UFMu-01957	Zm00001d048440	cds	2
mu1022627	UFMu-01878	Zm00001d036879	intron	1
mu1022628	UFMu-02153,UFMu-04484	Zm00001d017906	utr5	1
mu1022630	UFMu-02446	Zm00001d039769	utr5	1
mu1022631	UFMu-01984	Zm00001d047916	utr5	1
mu1022633	UFMu-03104	Zm00001d007907	utr5	1
mu1022634	UFMu-08151,UFMu-02300,UFMu-04198,UFMu-04293,UFMu-11021	Zm00001d047923	intron	2
mu1022635	UFMu-01910	Zm00001d014668	utr5	1
mu1022637	UFMu-02282,UFMu-07808	Zm00001d014532	utr5	1
mu1022638	UFMu-02443	Zm00001d052725	utr5	1
mu1022641	UFMu-01870	Zm00001d020256	cds	1
mu1022643	UFMu-02201	Zm00001d041788	utr3	1
mu1022644	UFMu-01999	Zm00001d049606	utr3	3
mu1022646	UFMu-03427,UFMu-09424	Zm00001d034650	utr5	1
mu1022648	UFMu-02306	Zm00001d034754	utr5	1
mu1022650	UFMu-02300	Zm00001d039670	cds	2
mu1022652	UFMu-02266	Zm00001d027411	cds	3
mu1022654	UFMu-08215,UFMu-02503,UFMu-11113	Zm00001d018790	intron	1
mu1022655	UFMu-01990	Zm00001d037829	utr5	1
mu1022656	UFMu-02254	Zm00001d052998	utr5	1
mu1022657	UFMu-02101	Zm00001d021025	utr5	1
mu1022659	UFMu-02199	Zm00001d037297	cds	1
mu1022665	UFMu-01872	Zm00001d034832	cds	1
mu1022666	UFMu-06517,UFMu-02858	Zm00001d051929	utr5	2
mu1022666	UFMu-06517,UFMu-02858	Zm00001d051930	cds	1
mu1022667_2	UFMu-02305	Zm00001d033065	cds	1
mu1022670	UFMu-02215	Zm00001d045501	intron	14
mu1022671	UFMu-01998	Zm00001d013097	utr5	1
mu1022672	UFMu-02306	Zm00001d027373	utr5	1
mu1022674	UFMu-01948,UFMu-06935	Zm00001d017145	intron	2
mu1022675	UFMu-02063	Zm00001d033578	cds	1
mu1022676	UFMu-02196	Zm00001d001571	intron	1
mu1022676	UFMu-02196	Zm00001d014896	utr5	1
mu1022677	UFMu-01886	Zm00001d028275	cds	1
mu1022678	UFMu-02309,UFMu-02554,UFMu-10575	Zm00001d053910	intron	1
mu1022682	UFMu-01828,UFMu-02672	Zm00001d009554	utr5	1
mu1022683	UFMu-02159	Zm00001d046948	utr5	2
mu1022686	UFMu-02298	Zm00001d006920	utr5	1
mu1022687	UFMu-02282,UFMu-04192	Zm00001d041833	utr5	1
mu1022689	UFMu-02359,UFMu-10596	Zm00001d037519	utr5	1
mu1022690	UFMu-01952,UFMu-06854	Zm00001d006127	utr5	1
mu1022694	UFMu-01859	Zm00001d012180	intron	3
mu1022695	UFMu-02006	Zm00001d011226	utr5	1
mu1022697	UFMu-02114	Zm00001d027446	utr5	1
mu1022698	UFMu-02401	Zm00001d050089	utr5	1
mu1022700	UFMu-01867,UFMu-11011	Zm00001d029064	utr5	1
mu1022701	UFMu-02337	Zm00001d014261	utr3	1
mu1022702	UFMu-02301,UFMu-06562	Zm00001d037084	utr5	1
mu1022705	UFMu-01856	Zm00001d035696	utr5	1
mu1022706	UFMu-02146	Zm00001d014920	utr5	1
mu1022710	UFMu-01828	Zm00001d003198	utr5	1
mu1022711	UFMu-02055	Zm00001d040372	cds	1
mu1022713	UFMu-02022	Zm00001d006608	utr5	1
mu1022715	UFMu-02115	Zm00001d020361	utr5	1
mu1022717	UFMu-01880	Zm00001d005980	intron	1
mu1022720	UFMu-02287,UFMu-04706,UFMu-08236,UFMu-09521,UFMu-11312	Zm00001d048101	intron	1
mu1022721	UFMu-02424	Zm00001d005257	utr5	1
mu1022722	UFMu-02013	Zm00001d014555	cds	2
mu1022723	UFMu-01869	Zm00001d042899	intron	1
mu1022724	UFMu-02387,UFMu-03133,UFMu-05428,UFMu-06630,UFMu-11808	Zm00001d040270	utr5	1
mu1022726	UFMu-02211	Zm00001d002964	utr5	1
mu1022732	UFMu-02380,UFMu-11213	Zm00001d009714	intron	1
mu1022734	UFMu-06484	Zm00001d051928	utr5	1
mu1022737	UFMu-07248	Zm00001d049507	cds	1
mu1022738	UFMu-02196	Zm00001d042034	utr5	1
mu1022740	UFMu-02302	Zm00001d045215	utr5	1
mu1022741	UFMu-02342,UFMu-02618	Zm00001d033495	cds	1
mu1022742	UFMu-02402,UFMu-03741,UFMu-06586	Zm00001d042841	cds	14
mu1022744	UFMu-02199	Zm00001d044461	cds	1
mu1022745	UFMu-02048,UFMu-03625,UFMu-05235,UFMu-06483,UFMu-07970	Zm00001d018443	utr5	1
mu1022747	UFMu-01868,UFMu-04529	Zm00001d010066	utr3	1
mu1022749	UFMu-02340,UFMu-04498	Zm00001d045340	cds	8
mu1022751	UFMu-01869	Zm00001d040515	utr5	1
mu1022752	UFMu-02201	Zm00001d028427	cds	1
mu1022753	UFMu-01861	Zm00001d024633	intron	3
mu1022754	UFMu-01128,UFMu-02199	Zm00001d017863	utr5	1
mu1022755	UFMu-01858	Zm00001d007144	utr5	1
mu1022759	UFMu-02269	Zm00001d043225	cds	1
mu1022760	UFMu-01983	Zm00001d005026	cds	2
mu1022763	UFMu-01886,UFMu-06936	Zm00001d043249	intron	3
mu1022769	UFMu-02367	Zm00001d026486	utr5	1
mu1022772	UFMu-02337	Zm00001d034871	cds	1
mu1022773	UFMu-01878	Zm00001d045063	cds	1
mu1022774	UFMu-01861	Zm00001d008539	cds	1
mu1022776	UFMu-02302	Zm00001d020568	intron	1
mu1022778	UFMu-02309	Zm00001d040477	cds	1
mu1022780	UFMu-01985,UFMu-04864	Zm00001d002945	utr5	1
mu1022781	UFMu-02354	Zm00001d033798	utr5	1
mu1022782	UFMu-02255	Zm00001d005092	utr5	1
mu1022784	UFMu-01873	Zm00001d043309	utr5	2
mu1022785	UFMu-01882	Zm00001d007445	utr5	1
mu1022786	UFMu-01886	Zm00001d034498	intron	1
mu1022787	UFMu-02338	Zm00001d042651	cds	1
mu1022791	UFMu-02093	Zm00001d015778	intron	1
mu1022793	UFMu-02258	Zm00001d048358	cds	2
mu1022795	UFMu-02103	Zm00001d033340	intron	2
mu1022797	UFMu-02428,UFMu-04204	Zm00001d022046	utr5	1
mu1022798	UFMu-02112	Zm00001d017425	intron	2
mu1022799	UFMu-02335,UFMu-07329	Zm00001d014192	utr5	1
mu1022801	UFMu-02265,UFMu-02682	Zm00001d000320	utr5	1
mu1022803	UFMu-02146	Zm00001d017492	cds	1
mu1022804	UFMu-01858	Zm00001d009870	cds	2
mu1022805	UFMu-01904	Zm00001d041597	intron	1
mu1022807	UFMu-02088,UFMu-04554	Zm00001d023260	utr5	1
mu1022808	UFMu-01851	Zm00001d013444	utr5	1
mu1022813	UFMu-02259	Zm00001d028713	cds	1
mu1022813_2	UFMu-02259	Zm00001d047754	cds	1
mu1022814	UFMu-02937	Zm00001d037079	utr5	1
mu1022818	UFMu-01951	Zm00001d029105	cds	1
mu1022819	UFMu-02184,UFMu-04395,UFMu-05008,UFMu-07544,UFMu-07895	Zm00001d016861	utr5	1
mu1022823_2	UFMu-02208	Zm00001d035179	intron	1
mu1022823_2	UFMu-02208	Zm00001d035180	utr5	1
mu1022824	UFMu-02537,UFMu-05275,UFMu-06453	Zm00001d051837	cds	2
mu1022825	UFMu-02375	Zm00001d033240	utr5	1
mu1022826	UFMu-01949	Zm00001d003398	cds	1
mu1022827	UFMu-03474,UFMu-06405	Zm00001d050256	utr5	1
mu1022828	UFMu-01868	Zm00001d008600	cds	1
mu1022829	UFMu-02289	Zm00001d018318	utr5	1
mu1022830	UFMu-02328	Zm00001d017492	utr5	1
mu1022834	UFMu-04869	Zm00001d018465	utr5	1
mu1022836	UFMu-01832	Zm00001d043275	utr5	1
mu1022837	UFMu-02309	Zm00001d038164	intron	8
mu1022843	UFMu-06802,UFMu-07567,UFMu-02232	Zm00001d014961	intron	1
mu1022845	UFMu-02252	Zm00001d021515	utr5	1
mu1022846	UFMu-02153	Zm00001d006065	intron	6
mu1022847	UFMu-02004	Zm00001d040731	utr3	1
mu1022848	UFMu-02146	Zm00001d013336	intron	1
mu1022850	UFMu-02444	Zm00001d013456	cds	1
mu1022852	UFMu-02196	Zm00001d025789	utr5	1
mu1022854	UFMu-03491,UFMu-04179,UFMu-06712,UFMu-12577	Zm00001d027334	cds	3
mu1022855	UFMu-02413	Zm00001d002262	cds	1
mu1022855_2	UFMu-02413	Zm00001d006581	cds	1
mu1022857	UFMu-02115	Zm00001d048373	utr5	1
mu1022859	UFMu-01999	Zm00001d003125	utr5	1
mu1022861	UFMu-02390	Zm00001d052001	cds	1
mu1022863	UFMu-01872	Zm00001d053735	utr5	1
mu1022864	UFMu-05748,UFMu-03349	Zm00001d020769	utr5	1
mu1022865	UFMu-01867,UFMu-05781	Zm00001d035551	cds	1
mu1022866	UFMu-02427	Zm00001d035091	utr3	1
mu1022868	UFMu-02248,UFMu-03295,UFMu-04505,UFMu-13082	Zm00001d026501	utr5	1
mu1022870	UFMu-02353,UFMu-05579	Zm00001d033039	cds	2
mu1022874	UFMu-01991	Zm00001d011580	intron	1
mu1022875	UFMu-02423	Zm00001d005735	intron	3
mu1022875	UFMu-02423	Zm00001d005736	intron	1
mu1022876	UFMu-02048	Zm00001d034194	intron	1
mu1022877	UFMu-02006	Zm00001d043612	intron	1
mu1022878	UFMu-02401	Zm00001d051913	utr5	1
mu1022881	UFMu-01881	Zm00001d011041	intron	1
mu1022885	UFMu-05308	Zm00001d053885	utr5	1
mu1022886	UFMu-01870	Zm00001d008513	utr5	1
mu1022888	UFMu-01865,UFMu-06591	Zm00001d045480	intron	1
mu1022889	UFMu-01851	Zm00001d009950	utr5	1
mu1022890	UFMu-02292,UFMu-06893,UFMu-08216,UFMu-11174	Zm00001d046231	intron	2
mu1022891	UFMu-02001,UFMu-03211,UFMu-09487,UFMu-10570,UFMu-11206	Zm00001d014458	utr5	1
mu1022892	UFMu-02328	Zm00001d020851	utr5	1
mu1022893	UFMu-01858,UFMu-02463,UFMu-13448	Zm00001d042312	utr5	1
mu1022894	UFMu-02344,UFMu-08182	Zm00001d012667	utr3	1
mu1022896	UFMu-01856,UFMu-02864,UFMu-03298,UFMu-03727,UFMu-05569,UFMu-10872	Zm00001d004560	utr5	1
mu1022898	UFMu-02303	Zm00001d047701	utr5	1
mu1022899	UFMu-02165	Zm00001d007029	utr5	1
mu1022904	UFMu-01989	Zm00001d042943	cds	1
mu1022905	UFMu-02254	Zm00001d034555	utr5	1
mu1022906	UFMu-04611,UFMu-08215,UFMu-11089	Zm00001d053672	intron	1
mu1022908	UFMu-01891	Zm00001d027768	cds	2
mu1022910	UFMu-02125	Zm00001d047218	utr5	1
mu1022912	UFMu-01939	Zm00001d012220	cds	1
mu1022913	UFMu-01875	Zm00001d012529	utr5	1
mu1022916	UFMu-02411	Zm00001d013330	utr5	1
mu1022917	UFMu-02367	Zm00001d052540	utr5	1
mu1022918	UFMu-01868	Zm00001d023367	cds	1
mu1022919	UFMu-02418	Zm00001d023635	intron	1
mu1022921	UFMu-01903,UFMu-12044,UFMu-13137,UFMu-13483	Zm00001d017110	utr5	1
mu1022923	UFMu-02338	Zm00001d050436	cds	1
mu1022925	UFMu-01827	Zm00001d022273	utr5	1
mu1022926	UFMu-02269	Zm00001d016972	cds	1
mu1022928	UFMu-02291,UFMu-02464	Zm00001d029342	utr5	1
mu1022929	UFMu-02344	Zm00001d044606	utr5	1
mu1022930	UFMu-02287	Zm00001d003183	cds	3
mu1022932	UFMu-02932	Zm00001d008815	utr5	1
mu1022933	UFMu-02354	Zm00001d015417	utr5	2
mu1022936	UFMu-02184	Zm00001d008604	utr5	1
mu1022937	UFMu-01869	Zm00001d024631	cds	1
mu1022938	UFMu-02392	Zm00001d032867	utr5	1
mu1022939	UFMu-05113,UFMu-02614,UFMu-10729	Zm00001d036490	intron	1
mu1022940	UFMu-02112	Zm00001d017271	utr5	1
mu1022942	UFMu-01869,UFMu-03508,UFMu-07532	Zm00001d052525	cds	9
mu1022943	UFMu-02215	Zm00001d014732	utr5	1
mu1022944	UFMu-02199	Zm00001d036339	cds	1
mu1022945	UFMu-02300,UFMu-09539,UFMu-10790,UFMu-11329,UFMu-12206	Zm00001d051977	utr5	1
mu1022946	UFMu-02345	Zm00001d021600	cds	1
mu1022953	UFMu-02151	Zm00001d034350	cds	1
mu1022954	UFMu-02263	Zm00001d034413	cds	1
mu1022955	UFMu-02115	Zm00001d037729	cds	1
mu1022957	UFMu-02281,UFMu-04484	Zm00001d035018	cds	1
mu1022961	UFMu-01896	Zm00001d009709	cds	1
mu1022962	UFMu-02291	Zm00001d040456	utr5	1
mu1022964	UFMu-01910	Zm00001d048494	utr5	1
mu1022966	UFMu-02112	Zm00001d009004	cds	1
mu1022967	UFMu-01871	Zm00001d045309	utr5	1
mu1022971	UFMu-02427	Zm00001d048833	cds	4
mu1022973	UFMu-02266	Zm00001d034197	utr5	1
mu1022974	UFMu-01868	Zm00001d003076	utr5	1
mu1022978	UFMu-01897	Zm00001d053672	utr5	1
mu1022979	UFMu-01932	Zm00001d047581	utr5	1
mu1022981	UFMu-02229	Zm00001d020622	utr5	1
mu1022985	UFMu-02232,UFMu-06802	Zm00001d000301	cds	1
mu1022986	UFMu-02140	Zm00001d012831	intron	1
mu1022988	UFMu-02112	Zm00001d028490	utr5	1
mu1022989	UFMu-01898	Zm00001d029889	utr5	1
mu1022990	UFMu-02338,UFMu-03642	Zm00001d012394	utr5	1
mu1022993	UFMu-01949	Zm00001d052815	cds	1
mu1022994	UFMu-02252	Zm00001d053028	cds	1
mu1022995	UFMu-02267	Zm00001d045336	utr5	1
mu1022996	UFMu-01946	Zm00001d006084	utr5	1
mu1023000	UFMu-02344,UFMu-03776,UFMu-06719,UFMu-07560	Zm00001d033129	utr5	1
mu1023001	UFMu-01985	Zm00001d001787	utr5	1
mu1023002	UFMu-01900	Zm00001d023459	intron	5
mu1023006	UFMu-01828	Zm00001d040411	utr5	1
mu1023008	UFMu-02084	Zm00001d012302	cds	1
mu1023010	UFMu-02197	Zm00001d010535	cds	7
mu1023014	UFMu-02445,UFMu-05371,UFMu-05642,UFMu-09495	Zm00001d052796	intron	1
mu1023015	UFMu-05245,UFMu-07966	Zm00001d032503	cds	1
mu1023016	UFMu-02354,UFMu-03700,UFMu-04750,UFMu-06238,UFMu-07180,UFMu-10556	Zm00001d019054	utr5	1
mu1023018	UFMu-01936	Zm00001d026195	cds	1
mu1023020	UFMu-02218	Zm00001d049612	intron	1
mu1023020	UFMu-02218	Zm00001d049613	intron	1
mu1023025	UFMu-02199	Zm00001d007280	cds	1
mu1023027	UFMu-02423	Zm00001d017617	utr5	1
mu1023029	UFMu-02151	Zm00001d006704	utr5	1
mu1023031	UFMu-01883	Zm00001d035246	utr5	1
mu1023032	UFMu-02404,UFMu-04989	Zm00001d018560	intron	1
mu1023035	UFMu-02254	Zm00001d027703	intron	1
mu1023036	UFMu-04803,UFMu-05275	Zm00001d047727	utr5	1
mu1023037	UFMu-04896,UFMu-01862	Zm00001d034401	utr5	1
mu1023038	UFMu-01941	Zm00001d053825	utr5	1
mu1023040	UFMu-02291,UFMu-08215	Zm00001d041229	utr5	1
mu1023041	UFMu-02308	Zm00001d043067	utr5	1
mu1023042	UFMu-02006	Zm00001d028360	intron	1
mu1023043	UFMu-01999	Zm00001d009017	utr5	1
mu1023049	UFMu-01867	Zm00001d044302	cds	1
mu1023050	UFMu-02410	Zm00001d027196	intron	1
mu1023051	UFMu-02293,UFMu-05789	Zm00001d028073	intron	1
mu1023052	UFMu-02401	Zm00001d050886	cds	1
mu1023053	UFMu-02339,UFMu-10388	Zm00001d024066	utr5	1
mu1023056	UFMu-02280	Zm00001d051761	utr5	1
mu1023057	UFMu-01867	Zm00001d048732	intron	1
mu1023059	UFMu-02201	Zm00001d018929	utr5	1
mu1023060	UFMu-01881	Zm00001d016535	utr5	1
mu1023061	UFMu-01882	Zm00001d004481	utr5	1
mu1023066	UFMu-02289	Zm00001d053559	utr5	1
mu1023068	UFMu-01910	Zm00001d039658	utr5	1
mu1023071	UFMu-01990	Zm00001d048627	utr5	1
mu1023072	UFMu-01087	Zm00001d044431	intron	3
mu1023073	UFMu-02355	Zm00001d027393	cds	1
mu1023075	UFMu-01904	Zm00001d018545	cds	1
mu1023076_2	UFMu-02300	Zm00001d025221	intron	1
mu1023076_3	UFMu-02300	Zm00001d005238	intron	1
mu1023077	UFMu-02402,UFMu-02535,UFMu-03741,UFMu-05260	Zm00001d010214	cds	1
mu1023079	UFMu-01880	Zm00001d030860	intron	2
mu1023080	UFMu-01999	Zm00001d010948	utr5	1
mu1023081	UFMu-06864,UFMu-01865	Zm00001d002130	intron	2
mu1023082	UFMu-02401	Zm00001d051057	utr5	1
mu1023083	UFMu-01903	Zm00001d010733	utr5	1
mu1023084	UFMu-02303	Zm00001d038990	cds	1
mu1023088	UFMu-01936	Zm00001d006071	utr5	1
mu1023090	UFMu-02338	Zm00001d005329	cds	1
mu1023092	UFMu-02263	Zm00001d033362	utr5	2
mu1023093	UFMu-02112	Zm00001d045258	cds	1
mu1023095	UFMu-01878	Zm00001d020213	utr5	1
mu1023098	UFMu-02112	Zm00001d025953	cds	3
mu1023099	UFMu-02263	Zm00001d053776	cds	3
mu1023099_2	UFMu-02263	Zm00001d015404	cds	3
mu1023100	UFMu-01872	Zm00001d043400	cds	1
mu1023101	UFMu-02418,UFMu-02549	Zm00001d023922	utr3	1
mu1023102	UFMu-01930	Zm00001d011879	utr3	1
mu1023103	UFMu-02246,UFMu-04505,UFMu-05424	Zm00001d003924	intron	1
mu1023106	UFMu-01858	Zm00001d015248	cds	1
mu1023107	UFMu-01991	Zm00001d039579	cds	1
mu1023108	UFMu-02328	Zm00001d020176	utr5	1
mu1023109	UFMu-01828	Zm00001d021633	intron	1
mu1023112	UFMu-02427,UFMu-02549	Zm00001d008749	utr5	1
mu1023113	UFMu-02112	Zm00001d043855	intron	1
mu1023115	UFMu-02418	Zm00001d012629	utr3	3
mu1023117	UFMu-02292	Zm00001d005863	intron	2
mu1023118	UFMu-02384	Zm00001d027392	utr5	1
mu1023123	UFMu-02328	Zm00001d053104	utr5	1
mu1023126	UFMu-02112	Zm00001d031529	intron	5
mu1023127	UFMu-01858	Zm00001d025739	utr5	1
mu1023129	UFMu-01870	Zm00001d039279	cds	1
mu1023131	UFMu-01937,UFMu-02597	Zm00001d018929	utr5	1
mu1023136	UFMu-02112	Zm00001d039686	utr5	1
mu1023138	UFMu-01872,UFMu-02715,UFMu-03522	Zm00001d052385	cds	2
mu1023140	UFMu-02264	Zm00001d023292	intron	13
mu1023142	UFMu-02482,UFMu-03102,UFMu-05129	Zm00001d013730	cds	1
mu1023144	UFMu-01872	Zm00001d031843	cds	1
mu1023145	UFMu-02430	Zm00001d030129	cds	1
mu1023147	UFMu-01859	Zm00001d012464	intron	1
mu1023148	UFMu-02269	Zm00001d051761	utr5	1
mu1023149	UFMu-02406,UFMu-05251	Zm00001d002259	utr5	1
mu1023153	UFMu-01949	Zm00001d044586	cds	1
mu1023154	UFMu-02263	Zm00001d051241	cds	1
mu1023157	UFMu-02104	Zm00001d043845	intron	1
mu1023158	UFMu-01870	Zm00001d033931	utr5	1
mu1023161	UFMu-01986,UFMu-02622,UFMu-04506,UFMu-06482	Zm00001d006789	utr5	1
mu1023162	UFMu-06290,UFMu-02729	Zm00001d045218	utr5	1
mu1023163	UFMu-02208,UFMu-02864,UFMu-09425,UFMu-06539	Zm00001d006460	utr5	1
mu1023164	UFMu-02375	Zm00001d017617	intron	1
mu1023167	UFMu-01859,UFMu-11806	Zm00001d012103	utr5	1
mu1023171	UFMu-01877	Zm00001d009717	cds	4
mu1023172	UFMu-02201	Zm00001d036977	cds	10
mu1023173	UFMu-01862	Zm00001d044995	utr5	1
mu1023177	UFMu-01887	Zm00001d012662	utr5	1
mu1023178	UFMu-02218	Zm00001d043946	utr5	1
mu1023179	UFMu-01980	Zm00001d034918	utr5	1
mu1023180	UFMu-02059,UFMu-09463	Zm00001d007764	utr5	1
mu1023181	UFMu-02510	Zm00001d016897	utr5	1
mu1023182	UFMu-02211,UFMu-03264,UFMu-05381,UFMu-08140	Zm00001d029237	cds	1
mu1023183	UFMu-01882	Zm00001d015259	utr5	1
mu1023184	UFMu-02412	Zm00001d013031	utr5	1
mu1023186	UFMu-07157,UFMu-01876,UFMu-03279,UFMu-10944	Zm00001d035693	utr5	1
mu1023187	UFMu-01872	Zm00001d013937	utr5	1
mu1023188	UFMu-01865	Zm00001d042460	utr3	2
mu1023188	UFMu-01865	Zm00001d042461	cds	1
mu1023190	UFMu-02145,UFMu-04191,UFMu-06927	Zm00001d034049	intron	1
mu1023191	UFMu-02297	Zm00001d051807	cds	1
mu1023192	UFMu-01999	Zm00001d024413	utr5	1
mu1023195	UFMu-02336,UFMu-10286	Zm00001d002684	cds	1
mu1023198	UFMu-02402,UFMu-05250	Zm00001d049507	cds	1
mu1023201	UFMu-01882,UFMu-11118	Zm00001d006329	utr5	1
mu1023205	UFMu-01869	Zm00001d034520	intron	2
mu1023206	UFMu-02300,UFMu-04198,UFMu-04293,UFMu-08151,UFMu-10855	Zm00001d012581	utr5	1
mu1023207	UFMu-02170	Zm00001d024222	utr5	1
mu1023212	UFMu-07391,UFMu-02309,UFMu-10532	Zm00001d049558	utr5	1
mu1023214	UFMu-02112	Zm00001d044365	utr5	1
mu1023217	UFMu-02334	Zm00001d029561	cds	14
mu1023219	UFMu-01990	Zm00001d052233	utr5	1
mu1023220	UFMu-01977,UFMu-05595	Zm00001d044446	utr5	1
mu1023221	UFMu-01980	Zm00001d051644	utr5	1
mu1023224	UFMu-02444	Zm00001d052391	utr5	1
mu1023225	UFMu-02389,UFMu-02796,UFMu-03136,UFMu-04588,UFMu-05596,UFMu-11218	Zm00001d012916	utr5	1
mu1023226	UFMu-02185,UFMu-06929,UFMu-11033	Zm00001d018613	utr3	1
mu1023230	UFMu-02335	Zm00001d036443	utr5	1
mu1023231	UFMu-06433	Zm00001d033172	utr5	1
mu1023232	UFMu-02157,UFMu-04226	Zm00001d026586	intron	1
mu1023235	UFMu-02100	Zm00001d008902	cds	2
mu1023236	UFMu-02020,UFMu-12939	Zm00001d007151	utr5	1
mu1023241	UFMu-02159	Zm00001d008668	cds	1
mu1023242	UFMu-01964	Zm00001d036632	utr5	1
mu1023243	UFMu-02388	Zm00001d029191	cds	1
mu1023244	UFMu-02114,UFMu-05098,UFMu-10575	Zm00001d032428	utr5	1
mu1023246	UFMu-02386	Zm00001d014496	cds	1
mu1023248	UFMu-02259	Zm00001d044652	utr5	1
mu1023251	UFMu-02249	Zm00001d018516	cds	1
mu1023252	UFMu-01977	Zm00001d048692	utr5	2
mu1023253	UFMu-02266	Zm00001d027411	utr3	1
mu1023254	UFMu-01985	Zm00001d050107	intron	2
mu1023255	UFMu-01903	Zm00001d049018	utr5	1
mu1023257	UFMu-02185,UFMu-02999	Zm00001d014809	utr5	1
mu1023258	UFMu-01904	Zm00001d018523	utr5	1
mu1023260	UFMu-02093,UFMu-08877,UFMu-11308	Zm00001d031071	utr5	1
mu1023261	UFMu-01951	Zm00001d041326	cds	1
mu1023263	UFMu-06779,UFMu-01937,UFMu-02597	Zm00001d036597	utr5	2
mu1023264	UFMu-02185,UFMu-02999,UFMu-06929	Zm00001d015156	cds	1
mu1023265	UFMu-02250	Zm00001d012127	utr5	1
mu1023266	UFMu-01904	Zm00001d004917	utr5	1
mu1023267	UFMu-01863	Zm00001d034919	cds	1
mu1023269	UFMu-02337	Zm00001d013094	utr5	1
mu1023273	UFMu-06958	Zm00001d032181	utr5	1
mu1023275	UFMu-02125	Zm00001d033797	cds	1
mu1023276	UFMu-02388,UFMu-11021	Zm00001d051807	cds	1
mu1023277	UFMu-02269	Zm00001d003346	cds	1
mu1023279	UFMu-01863	Zm00001d048150	utr5	1
mu1023281	UFMu-06039,UFMu-06863,UFMu-07177,UFMu-10539	Zm00001d032311	utr5	1
mu1023282	UFMu-02342	Zm00001d021899	utr5	1
mu1023284	UFMu-02031,UFMu-02655	Zm00001d021189	utr5	1
mu1023285	UFMu-02019	Zm00001d036437	cds	1
mu1023286	UFMu-01883	Zm00001d035872	utr5	1
mu1023288	UFMu-02267	Zm00001d026630	utr5	1
mu1023291	UFMu-03276	Zm00001d018401	utr5	1
mu1023292	UFMu-02503,UFMu-07825,UFMu-13216	Zm00001d045505	utr5	1
mu1023294	UFMu-01864	Zm00001d028915	cds	1
mu1023296	UFMu-02302	Zm00001d007572	utr5	1
mu1023297	UFMu-02156,UFMu-11355	Zm00001d021310	utr5	1
mu1023299	UFMu-02170	Zm00001d022052	cds	1
mu1023302	UFMu-02287	Zm00001d038543	utr5	1
mu1023305	UFMu-01999	Zm00001d008585	cds	1
mu1023306	UFMu-02233	Zm00001d010126	utr5	1
mu1023307	UFMu-01991	Zm00001d033333	utr5	1
mu1023312	UFMu-02184	Zm00001d046060	utr5	1
mu1023315	UFMu-02361	Zm00001d044578	intron	1
mu1023316	UFMu-01861	Zm00001d003395	utr5	1
mu1023320_2	UFMu-02112	Zm00001d048783	intron	2
mu1023322	UFMu-02263	Zm00001d034503	cds	1
mu1023325	UFMu-02337	Zm00001d029129	utr5	1
mu1023326	UFMu-03446,UFMu-07293,UFMu-10896	Zm00001d029979	utr5	1
mu1023327	UFMu-02340,UFMu-04205,UFMu-06289	Zm00001d013590	cds	1
mu1023328	UFMu-02313	Zm00001d008422	intron	1
mu1023329	UFMu-02411	Zm00001d010901	utr5	1
mu1023330_2	UFMu-02271	Zm00001d014521	utr3	1
mu1023333	UFMu-02112	Zm00001d012996	cds	7
mu1023335	UFMu-01904	Zm00001d021395	utr5	3
mu1023336	UFMu-02112	Zm00001d052543	intron	9
mu1023340	UFMu-01854,UFMu-06526,UFMu-07646	Zm00001d051856	utr3	6
mu1023341	UFMu-05970,UFMu-06871,UFMu-10958	Zm00001d021541	utr5	1
mu1023342	UFMu-01998	Zm00001d042695	utr5	1
mu1023346	UFMu-08598	Zm00001d045491	intron	1
mu1023348	UFMu-01859,UFMu-06344	Zm00001d052903	utr5	1
mu1023352	UFMu-02412	Zm00001d002043	intron	1
mu1023353	UFMu-01977	Zm00001d037688	cds	2
mu1023354	UFMu-01872	Zm00001d019522	utr5	2
mu1023357	UFMu-01867	Zm00001d012005	utr5	1
mu1023358	UFMu-02115	Zm00001d048545	utr5	1
mu1023359	UFMu-02411	Zm00001d042695	utr5	1
mu1023360	UFMu-02252	Zm00001d031898	intron	1
mu1023361	UFMu-02201	Zm00001d051430	utr5	1
mu1023363	UFMu-01858	Zm00001d047612	utr5	1
mu1023365	UFMu-01940	Zm00001d010538	utr5	1
mu1023366	UFMu-02036	Zm00001d023564	cds	1
mu1023369	UFMu-01858	Zm00001d045109	utr3	1
mu1023372	UFMu-02153,UFMu-04484	Zm00001d026689	utr5	1
mu1023373	UFMu-01949	Zm00001d051881	utr5	1
mu1023374	UFMu-02157	Zm00001d023808	utr5	1
mu1023377	UFMu-05556	Zm00001d018983	utr5	1
mu1023380	UFMu-02263	Zm00001d028204	cds	9
mu1023383	UFMu-02170	Zm00001d022435	intron	1
mu1023387	UFMu-01991	Zm00001d036583	cds	9
mu1023388	UFMu-01869	Zm00001d012515	intron	1
mu1023389	UFMu-02263	Zm00001d021538	intron	1
